No,Nama Akun,Link Post,Tipe Post,Tanggal,Durasi,View,Like,Comment,Saved,Share,Kategori,Tipe Konten,Sub Tipe Konten,Jumlah Foto
1393,perpustakaan.unpak,https://www.tiktok.com/@perpustakaan.unpak/video/7429268145413573894?is_from_webapp=1&sender_device=pc,Video,24-Oct-2024,0:00:14,1135,30,6,0,15,Humanisasi dan Hiburan,Relational,Tren,
1397,perpustakaan.unpak,https://www.tiktok.com/@perpustakaan.unpak/video/7419609951607229701?is_from_webapp=1&sender_device=pc,Video,28-Sep-2024,0:00:13,100,8,0,0,1,Humanisasi dan Hiburan,Entertaining,Tren,
1453,unaslibrary,https://www.tiktok.com/@unaslibrary/video/7291141364320914694?is_from_webapp=1&sender_device=pc,Video,18-Oct-2023,0:00:21,522,15,0,0,0,Humanisasi dan Hiburan,Entertaining,Tren,
216,ublibrary,https://www.tiktok.com/@ublibrary/photo/7439233834245311799?is_from_webapp=1&sender_device=pc,Foto,20-Nov-2024,0:00:00,725,6,0,0,0,Koleksi,Informational,Koleksi Baru,1
488,perpustakaan.tsm,https://www.tiktok.com/@perpustakaan.tsm/video/7238915656115178757?is_from_webapp=1&sender_device=pc,Video,30-May-2023,0:01:16,1335,44,0,7,0,Koleksi,Entertaining,Koleksi Baru,
525,perpustakaanipdn,https://www.tiktok.com/@perpustakaanipdn/video/7382794608763342085?is_from_webapp=1&sender_device=pc,Video,21-Jun-2024,0:00:11,15400,6,2,0,0,Koleksi,Entertaining,Koleksi Baru,
526,perpustakaanipdn,https://www.tiktok.com/@perpustakaanipdn/video/7382581844769770758?is_from_webapp=1&sender_device=pc,Video,20-Jun-2024,0:00:15,363,12,0,0,0,Koleksi,Entertaining,Koleksi Baru,
527,perpustakaanipdn,https://www.tiktok.com/@perpustakaanipdn/video/7382565505896369413?is_from_webapp=1&sender_device=pc,Video,11-Jun-2024,0:00:11,303,4,0,0,0,Koleksi,Entertaining,Koleksi Baru,
537,perpustakaanipdn,https://www.tiktok.com/@perpustakaanipdn/video/7371473420078320901?is_from_webapp=1&sender_device=pc,Video,21-May-2024,0:00:19,725,19,0,1,0,Koleksi,Entertaining,Koleksi Baru,
579,perpustakaanuinsa,https://www.tiktok.com/@perpustakaanuinsa/video/7361633804382948613?is_from_webapp=1&sender_device=pc,Video,25-Apr-2024,0:00:58,598,25,0,4,3,Koleksi,Informational,Koleksi Baru,
630,perpustakaanuinsa,https://www.tiktok.com/@perpustakaanuinsa/video/7244717718971190533?is_from_webapp=1&sender_device=pc,Video,15-Jun-2023,0:01:04,390,20,0,0,0,Koleksi,Informational,Koleksi Baru,
739,ui_library,https://www.tiktok.com/@ui_library/video/7424104957827157266?is_from_webapp=1&sender_device=pc,Video,10-Oct-2024,0:00:37,952,8,1,1,0,Koleksi,Entertaining,Koleksi Baru,
761,ui_library,https://www.tiktok.com/@ui_library/video/7187695729249455387?is_from_webapp=1&sender_device=pc,Video,12-Jan-2023,0:00:57,1899,14,0,1,3,Koleksi,Entertaining,Koleksi Baru,
814,perpustakaan.um,https://www.tiktok.com/@perpustakaan.um/video/7359406905191566597?is_from_webapp=1&sender_device=pc,Video,19-Apr-2024,0:00:09,961,17,0,5,1,Koleksi,Informational,Koleksi Baru,
856,usulibrary,https://www.tiktok.com/@usulibrary/video/7407273281272696070?is_from_webapp=1&sender_device=pc,Video,26-Aug-2024,0:01:06,72,6,0,0,0,Koleksi,Informational,Koleksi Baru,
862,usulibrary,https://www.tiktok.com/@usulibrary/video/7337505476927589637?is_from_webapp=1&sender_device=pc,Video,20-Feb-2024,0:00:31,470,6,0,0,0,Koleksi,Informational,Koleksi Baru,
902,perpusums,https://www.tiktok.com/@perpusums/video/7129362517511408922?is_from_webapp=1&sender_device=pc,Video,8-Aug-2022,0:00:20,391,6,0,2,0,Koleksi,Informational,Koleksi Baru,
939,uncenlibrary,https://www.tiktok.com/@uncenlibrary/video/7426178716025244934?is_from_webapp=1&sender_device=pc,Video,16-Oct-2024,0:00:26,19,0,0,0,0,Koleksi,Informational,Koleksi Baru,
1065,perpustakaan_uma,https://www.tiktok.com/@perpustakaan_uma/video/7304511510578023686?is_from_webapp=1&sender_device=pc,Video,23-Nov-2023,0:00:38,347,27,0,0,2,Koleksi,Informational,Koleksi Baru,
1102,perpustakaan_ugm,https://www.tiktok.com/@perpustakaan_ugm/video/7184793440163515674?is_from_webapp=1&sender_device=pc,Video,4-Jan-2023,0:00:43,641,5,1,1,2,Koleksi,Entertaining,Koleksi Baru,
1139,umnlibrary,https://www.tiktok.com/@umnlibrary/video/7411422206800055557?is_from_webapp=1&sender_device=pc,Video,6-Sep-2024,0:00:27,82,2,0,0,0,Koleksi,Informational,Koleksi Baru,
1413,unaslibrary,https://www.tiktok.com/@unaslibrary/video/7451809074288659719?is_from_webapp=1&sender_device=pc,Video,24-Dec-2024,0:00:24,148,2,0,0,1,Koleksi,Informational,Koleksi Baru,
393,unslibrary,https://www.tiktok.com/@unslibrary/video/7330884318924999941?is_from_webapp=1&sender_device=pc,Video,2-Feb-2024,0:00:19,8612,74,0,34,22,Koleksi,Informational,Koleksi Favorit,
497,perpustakaan.tsm,https://www.tiktok.com/@perpustakaan.tsm/video/7150240585876639002?is_from_webapp=1&sender_device=pc,Video,3-Oct-2022,0:00:26,1039,26,0,0,8,Koleksi,Informational,Koleksi Favorit,
1414,unaslibrary,https://www.tiktok.com/@unaslibrary/video/7449222258129669383?is_from_webapp=1&sender_device=pc,Video,17-Dec-2024,0:00:48,388,7,0,0,0,Koleksi,Informational,Koleksi Favorit,
1418,unaslibrary,https://www.tiktok.com/@unaslibrary/video/7439214188939038008?is_from_webapp=1&sender_device=pc,Video,20-Nov-2024,0:00:44,513,8,0,0,1,Koleksi,Informational,Koleksi Favorit,
481,perpustakaan.tsm,https://www.tiktok.com/@perpustakaan.tsm/video/7341631093692484870?is_from_webapp=1&sender_device=pc,Video,2-Mar-2024,0:00:08,1970,47,0,6,2,Koleksi,Entertaining,Promosi Jurnal,
571,perpustakaanuinsa,https://www.tiktok.com/@perpustakaanuinsa/video/7371648064655789318?is_from_webapp=1&sender_device=pc,Video,22-May-2024,0:00:32,618,20,0,2,4,Koleksi,Informational,Promosi Jurnal,
710,usakti_library,https://www.tiktok.com/@usakti_library/video/7394638048841010438?is_from_webapp=1&sender_device=pc,Video,23-Jul-2024,0:00:28,318,5,0,0,4,Koleksi,Informational,Promosi Jurnal,
843,perpustakaan.um,https://www.tiktok.com/@perpustakaan.um/video/7176890721012616474?is_from_webapp=1&sender_device=pc,Video,14-Dec-2022,0:00:32,431,22,0,0,1,Koleksi,Informational,Promosi Jurnal,
866,usulibrary,https://www.tiktok.com/@usulibrary/video/7301873969710353669?is_from_webapp=1&sender_device=pc,Video,16-Nov-2023,0:01:07,8306,114,5,49,7,Koleksi,Informational,Promosi Jurnal,
1072,perpustakaan_ugm,https://www.tiktok.com/@perpustakaan_ugm/photo/7446341906373643525?is_from_webapp=1&sender_device=pc,Foto,9-Dec-2024,0:00:00,229,12,0,0,1,Koleksi,Informational,Promosi Jurnal,3
1079,perpustakaan_ugm,https://www.tiktok.com/@perpustakaan_ugm/photo/7423211391303159046?is_from_webapp=1&sender_device=pc,Foto,8-Oct-2024,0:00:00,646,25,0,3,0,Koleksi,Informational,Promosi Jurnal,3
1282,perpustakaan_umy,https://www.tiktok.com/@perpustakaan_umy/video/7333544195866578181?is_from_webapp=1&sender_device=pc,Video,9-Feb-2024,0:00:13,831,13,0,2,0,Koleksi,Informational,Promosi Jurnal,
1425,unaslibrary,https://www.tiktok.com/@unaslibrary/video/7421829619436883205?is_from_webapp=1&sender_device=pc,Video,4-Oct-2024,0:00:14,741,4,0,2,1,Koleksi,Informational,Promosi Jurnal,
344,ublibrary,https://www.tiktok.com/@ublibrary/video/7078602010836225306?is_from_webapp=1&sender_device=pc,Video,24-Mar-2022,0:00:41,190,4,0,0,0,Koleksi,Informational,Promosi Koleksi,
656,perpustakaanuinsa,https://www.tiktok.com/@perpustakaanuinsa/video/7194586533918264603?is_from_webapp=1&sender_device=pc,Video,31-Jan-2023,0:00:30,268,11,0,1,0,Koleksi,Informational,Promosi Koleksi,
957,uncenlibrary,https://www.tiktok.com/@uncenlibrary/photo/7361730849131351302?is_from_webapp=1&sender_device=pc,Foto,25-Apr-2024,0:00:00,70,8,0,0,0,Koleksi,Entertaining,Promosi Koleksi,5
1138,umnlibrary,https://www.tiktok.com/@umnlibrary/video/7413570496073059589?is_from_webapp=1&sender_device=pc,Video,12-Sep-2024,0:00:43,407,5,0,0,0,Koleksi,Entertaining,Promosi Koleksi,
1140,umnlibrary,https://www.tiktok.com/@umnlibrary/video/7411097931098459398?is_from_webapp=1&sender_device=pc,Video,5-Sep-2024,0:00:17,195,2,0,0,0,Koleksi,Entertaining,Promosi Koleksi,
1430,unaslibrary,https://www.tiktok.com/@unaslibrary/video/7395757126800411910?is_from_webapp=1&sender_device=pc,Video,26-Jul-2024,0:00:33,376,9,0,0,0,Koleksi,Informational,Promosi Koleksi,
1437,unaslibrary,https://www.tiktok.com/@unaslibrary/video/7376107863984377093?is_from_webapp=1&sender_device=pc,Video,3-Jun-2024,0:00:13,484,4,0,0,1,Koleksi,Informational,Promosi Koleksi,
9,perpustakaanunmuhjember,https://www.tiktok.com/@perpusunmuhjember/video/7315266940644101382?is_from_webapp=1&sender_device=pc,Video,22-Dec-2023,0:01:10,576,2,1,0,0,Koleksi,Informational,Rekomendasi Koleksi,
235,ublibrary,https://www.tiktok.com/@ublibrary/video/7393256683293674758?is_from_webapp=1&sender_device=pc,Video,19-Jul-2024,0:00:29,1176,32,1,3,1,Koleksi,Informational,Rekomendasi Koleksi,
400,unslibrary,https://www.tiktok.com/@unslibrary/video/7322323934303538437?is_from_webapp=1&sender_device=pc,Video,10-Jan-2024,0:00:25,999,26,0,4,9,Koleksi,Entertaining,Rekomendasi Koleksi,
414,perpustakaan.tsm,https://www.tiktok.com/@perpustakaan.tsm/video/7304153588547243269?is_from_webapp=1&sender_device=pc,Video,22-Nov-2023,0:00:46,16900,1700,37,158,26,Koleksi,Entertaining,Rekomendasi Koleksi,
415,perpustakaan.tsm,https://www.tiktok.com/@perpustakaan.tsm/video/7450796774991645958?is_from_webapp=1&sender_device=pc,Video,21-Dec-2024,0:01:59,385,10,0,0,0,Koleksi,Entertaining,Rekomendasi Koleksi,
416,perpustakaan.tsm,https://www.tiktok.com/@perpustakaan.tsm/video/7449745400698785029?is_from_webapp=1&sender_device=pc,Video,18-Dec-2024,0:01:46,297,7,0,0,0,Koleksi,Informational,Rekomendasi Koleksi,
420,perpustakaan.tsm,https://www.tiktok.com/@perpustakaan.tsm/video/7434525665942146321?is_from_webapp=1&sender_device=pc,Video,7-Nov-2024,0:02:33,1285,36,1,1,1,Koleksi,Entertaining,Rekomendasi Koleksi,
421,perpustakaan.tsm,https://www.tiktok.com/@perpustakaan.tsm/video/7428203968771230981?is_from_webapp=1&sender_device=pc,Video,21-Oct-2024,0:00:51,1134,39,0,1,3,Koleksi,Informational,Rekomendasi Koleksi,
433,perpustakaan.tsm,https://www.tiktok.com/@perpustakaan.tsm/video/7411873607984499973?is_from_webapp=1&sender_device=pc,Video,7-Sep-2024,0:00:28,839,22,0,0,2,Koleksi,Entertaining,Rekomendasi Koleksi,
445,perpustakaan.tsm,https://www.tiktok.com/@perpustakaan.tsm/video/7396690292981632262?is_from_webapp=1&sender_device=pc,Video,28-Jul-2024,0:01:50,884,14,0,1,0,Koleksi,Informational,Rekomendasi Koleksi,
461,perpustakaan.tsm,https://www.tiktok.com/@perpustakaan.tsm/video/7379223048668450054?is_from_webapp=1&sender_device=pc,Video,11-Jun-2024,0:00:13,584,14,0,0,0,Koleksi,Informational,Rekomendasi Koleksi,
463,perpustakaan.tsm,https://www.tiktok.com/@perpustakaan.tsm/video/7375864019661409541?is_from_webapp=1&sender_device=pc,Video,2-Jun-2024,0:01:26,1751,39,0,8,1,Koleksi,Informational,Rekomendasi Koleksi,
465,perpustakaan.tsm,https://www.tiktok.com/@perpustakaan.tsm/video/7369950271151066373?is_from_webapp=1&sender_device=pc,Video,17-May-2024,0:00:25,1055,25,0,8,2,Koleksi,Informational,Rekomendasi Koleksi,
468,perpustakaan.tsm,https://www.tiktok.com/@perpustakaan.tsm/video/7365128173190941957?is_from_webapp=1&sender_device=pc,Video,4-May-2024,0:00:32,527,16,0,0,0,Koleksi,Informational,Rekomendasi Koleksi,
470,perpustakaan.tsm,https://www.tiktok.com/@perpustakaan.tsm/video/7361051646077570310?is_from_webapp=1&sender_device=pc,Video,23-Apr-2024,0:00:11,1040,20,0,0,3,Koleksi,Entertaining,Rekomendasi Koleksi,
471,perpustakaan.tsm,https://www.tiktok.com/@perpustakaan.tsm/video/7359214759859784965?is_from_webapp=1&sender_device=pc,Video,18-Apr-2024,0:00:30,1872,58,0,18,2,Koleksi,Informational,Rekomendasi Koleksi,
484,perpustakaan.tsm,https://www.tiktok.com/@perpustakaan.tsm/video/7322782700140514565?is_from_webapp=1&sender_device=pc,Video,11-Jan-2024,0:00:23,1973,62,5,2,2,Koleksi,Informational,Rekomendasi Koleksi,
485,perpustakaan.tsm,https://www.tiktok.com/@perpustakaan.tsm/photo/7320813269675937030?is_from_webapp=1&sender_device=pc,Foto,6-Jan-2024,0:00:00,1452,106,5,13,7,Koleksi,Entertaining,Rekomendasi Koleksi,15
486,perpustakaan.tsm,https://www.tiktok.com/@perpustakaan.tsm/video/7315018293994065157?is_from_webapp=1&sender_device=pc,Video,21-Dec-2023,0:02:53,5513,66,4,9,7,Koleksi,Entertaining,Rekomendasi Koleksi,
520,perpustakaanipdn,https://www.tiktok.com/@perpustakaanipdn/video/7389911940866313478?is_from_webapp=1&sender_device=pc,Video,10-Jul-2024,0:01:18,2721,290,1,9,1,Koleksi,Informational,Rekomendasi Koleksi,
580,perpustakaanuinsa,https://www.tiktok.com/@perpustakaanuinsa/video/7361112237500599557?is_from_webapp=1&sender_device=pc,Video,24-Apr-2024,0:00:58,1695,14,4,3,2,Koleksi,Informational,Rekomendasi Koleksi,
611,perpustakaanuinsa,https://www.tiktok.com/@perpustakaanuinsa/video/7298254280002161926?is_from_webapp=1&sender_device=pc,Video,6-Nov-2023,0:00:25,409,8,0,0,1,Koleksi,Informational,Rekomendasi Koleksi,
623,perpustakaanuinsa,https://www.tiktok.com/@perpustakaanuinsa/video/7256015628493016325?is_from_webapp=1&sender_device=pc,Video,15-Jul-2023,0:00:25,1476,122,2,0,6,Koleksi,Informational,Rekomendasi Koleksi,
632,perpustakaanuinsa,https://www.tiktok.com/@perpustakaanuinsa/video/7230735846549228827?is_from_webapp=1&sender_device=pc,Video,8-May-2023,0:00:44,379,15,0,0,1,Koleksi,Informational,Rekomendasi Koleksi,
638,perpustakaanuinsa,https://www.tiktok.com/@perpustakaanuinsa/video/7218377738246245638?is_from_webapp=1&sender_device=pc,Video,5-Apr-2023,0:00:30,289,10,3,1,1,Koleksi,Informational,Rekomendasi Koleksi,
651,perpustakaanuinsa,https://www.tiktok.com/@perpustakaanuinsa/video/7200523184205122843?is_from_webapp=1&sender_device=pc,Video,16-Feb-2023,0:00:58,283,2,0,0,0,Koleksi,Informational,Rekomendasi Koleksi,
663,perpustakaanuinsa,https://www.tiktok.com/@perpustakaanuinsa/video/7153105030445305115?is_from_webapp=1&sender_device=pc,Video,11-Oct-2022,0:00:58,279,25,0,0,1,Koleksi,Informational,Rekomendasi Koleksi,
666,perpustakaanuinsa,https://www.tiktok.com/@perpustakaanuinsa/video/7148701818770558234?is_from_webapp=1&sender_device=pc,Video,29-Sep-2022,0:01:00,275,52,0,3,2,Koleksi,Informational,Rekomendasi Koleksi,
672,perpustakaanuinsa,https://www.tiktok.com/@perpustakaanuinsa/video/7120450309146561819?is_from_webapp=1&sender_device=pc,Video,15-Jul-2022,0:00:25,192,8,2,0,0,Koleksi,Informational,Rekomendasi Koleksi,
680,perpustakaanuinsa,https://www.tiktok.com/@perpustakaanuinsa/video/7107454875541294362?is_from_webapp=1&sender_device=pc,Video,10-Jun-2022,0:00:37,188,11,2,1,5,Koleksi,Informational,Rekomendasi Koleksi,
720,usakti_library,https://www.tiktok.com/@usakti_library/video/7364310381562547474?is_from_webapp=1&sender_device=pc,Video,2-May-2024,0:00:52,784,10,0,1,0,Koleksi,Informational,Rekomendasi Koleksi,
792,perpustakaan.um,https://www.tiktok.com/@perpustakaan.um/video/7421444979605769478?is_from_webapp=1&sender_device=pc,Video,3-Oct-2024,0:00:28,253,2,0,0,0,Koleksi,Informational,Rekomendasi Koleksi,
826,perpustakaan.um,https://www.tiktok.com/@perpustakaan.um/video/7324170978018233602?is_from_webapp=1&sender_device=pc,Video,15-Jan-2024,0:04:37,758,20,0,0,0,Koleksi,Informational,Rekomendasi Koleksi,
838,perpustakaan.um,https://www.tiktok.com/@perpustakaan.um/video/7182449839756610843?is_from_webapp=1&sender_device=pc,Video,29-Dec-2022,0:00:11,552,14,0,0,0,Koleksi,Informational,Rekomendasi Koleksi,
1094,perpustakaan_ugm,https://www.tiktok.com/@perpustakaan_ugm/video/7325715558995938565?is_from_webapp=1&sender_device=pc,Video,19-Jan-2024,0:00:29,1010,13,2,3,3,Koleksi,Informational,Rekomendasi Koleksi,
1188,lib.unand,https://www.tiktok.com/@lib.unand/video/7363479451558219013?is_from_webapp=1&sender_device=pc,Video,30-Apr-2024,0:00:14,746,7,0,0,0,Koleksi,Entertaining,Rekomendasi Koleksi,
1275,perpustakaan_umy,https://www.tiktok.com/@perpustakaan_umy/video/7341069620272581893?is_from_webapp=1&sender_device=pc,Video,29-Feb-2024,0:00:43,773,15,0,0,0,Koleksi,Informational,Rekomendasi Koleksi,
1403,perpustakaan.unpak,https://www.tiktok.com/@perpustakaan.unpak/video/7417851650779385096?is_from_webapp=1&sender_device=pc,Video,23-Sep-2024,0:00:34,50,6,0,0,1,Koleksi,Informational,Rekomendasi Koleksi,
1421,unaslibrary,https://www.tiktok.com/@unaslibrary/video/7433693657779211525?is_from_webapp=1&sender_device=pc,Video,5-Nov-2024,0:00:34,154,5,0,0,2,Koleksi,Informational,Rekomendasi Koleksi,
1427,unaslibrary,https://www.tiktok.com/@unaslibrary/video/7418034539727031557?is_from_webapp=1&sender_device=pc,Video,24-Sep-2024,0:00:17,288,10,0,0,2,Koleksi,Informational,Rekomendasi Koleksi,
1432,unaslibrary,https://www.tiktok.com/@unaslibrary/video/7389898594737818885?is_from_webapp=1&sender_device=pc,Video,10-Jul-2024,0:00:18,752,22,0,1,0,Koleksi,Informational,Rekomendasi Koleksi,
10,perpustakaanunmuhjember,https://www.tiktok.com/@perpusunmuhjember/video/7313779241974254853?is_from_webapp=1&sender_device=pc,Video,18-Dec-2023,0:00:31,299,1,1,0,1,Koleksi,Informational,Ulas Koleksi,
16,perpustakaanunmuhjember,https://www.tiktok.com/@perpusunmuhjember/video/7148384873223441690?is_from_webapp=1&sender_device=pc,Video,28-Sep-2022,0:02:47,148,1,0,1,0,Koleksi,Informational,Ulas Koleksi,
648,perpustakaanuinsa,https://www.tiktok.com/@perpustakaanuinsa/video/7203190305154256155?is_from_webapp=1&sender_device=pc,Video,23-Feb-2023,0:01:08,632,11,0,0,1,Koleksi,Informational,Ulas Koleksi,11
678,perpustakaanuinsa,https://www.tiktok.com/@perpustakaanuinsa/video/7110046258122788122?is_from_webapp=1&sender_device=pc,Video,17-Jun-2022,0:00:21,245,10,1,1,7,Koleksi,Informational,Ulas Koleksi,
749,ui_library,https://www.tiktok.com/@ui_library/video/7315328254154411269?is_from_webapp=1&sender_device=pc,Video,22-Dec-2023,0:01:00,5780,84,3,7,5,Koleksi,Informational,Ulas Koleksi,
890,perpusums,https://www.tiktok.com/@perpusums/video/7234454543927430405?is_from_webapp=1&sender_device=pc,Video,18-May-2023,0:00:54,787,20,0,1,0,Koleksi,Informational,Ulas Koleksi,
1070,perpustakaan_ugm,https://www.tiktok.com/@perpustakaan_ugm/video/7450016316670381318?is_from_webapp=1&sender_device=pc,Video,19-Dec-2024,0:01:20,739,22,0,1,0,Koleksi,Informational,Ulas Koleksi,
1074,perpustakaan_ugm,https://www.tiktok.com/@perpustakaan_ugm/video/7445488495877000454?is_from_webapp=1&sender_device=pc,Video,7-Dec-2024,0:01:00,772,31,0,1,1,Koleksi,Informational,Ulas Koleksi,
1084,perpustakaan_ugm,https://www.tiktok.com/@perpustakaan_ugm/video/7400661238558018817?is_from_webapp=1&sender_device=pc,Video,8-Aug-2024,0:01:00,614,8,0,0,0,Koleksi,Informational,Ulas Koleksi,
1086,perpustakaan_ugm,https://www.tiktok.com/@perpustakaan_ugm/video/7394316009085078790?is_from_webapp=1&sender_device=pc,Video,22-Jul-2024,0:00:58,283,5,1,0,0,Koleksi,Informational,Ulas Koleksi,
1087,perpustakaan_ugm,https://www.tiktok.com/@perpustakaan_ugm/video/7385095590566284551?is_from_webapp=1&sender_device=pc,Video,27-Jun-2024,0:00:54,972,10,0,0,1,Koleksi,Informational,Ulas Koleksi,
1090,perpustakaan_ugm,https://www.tiktok.com/@perpustakaan_ugm/video/7369420917191068936?is_from_webapp=1&sender_device=pc,Video,16-May-2024,0:00:47,770,16,0,0,1,Koleksi,Informational,Ulas Koleksi,
1092,perpustakaan_ugm,https://www.tiktok.com/@perpustakaan_ugm/video/7346167622326668550?is_from_webapp=1&sender_device=pc,Video,14-Mar-2024,0:00:56,1023,25,0,0,0,Koleksi,Informational,Ulas Koleksi,
1093,perpustakaan_ugm,https://www.tiktok.com/@perpustakaan_ugm/video/7343542561556008197?is_from_webapp=1&sender_device=pc,Video,7-Mar-2024,0:00:53,840,43,1,1,0,Koleksi,Informational,Ulas Koleksi,
1241,perpustakaan_umy,https://www.tiktok.com/@perpustakaan_umy/video/7414791309526895878?is_from_webapp=1&sender_device=pc,Video,15-Sep-2024,0:00:40,631,19,0,0,0,Koleksi,Informational,Ulas Koleksi,
1242,perpustakaan_umy,https://www.tiktok.com/@perpustakaan_umy/video/7411338499699330310?is_from_webapp=1&sender_device=pc,Video,6-Sep-2024,0:00:44,168,5,0,0,0,Koleksi,Informational,Ulas Koleksi,
1268,perpustakaan_umy,https://www.tiktok.com/@perpustakaan_umy/video/7346182393612520709?is_from_webapp=1&sender_device=pc,Video,14-Mar-2024,0:00:50,785,9,0,1,2,Koleksi,Informational,Ulas Koleksi,
1273,perpustakaan_umy,https://www.tiktok.com/@perpustakaan_umy/video/7342487030816935174?is_from_webapp=1&sender_device=pc,Video,4-Mar-2024,0:01:00,839,7,1,0,0,Koleksi,Informational,Ulas Koleksi,
325,ublibrary,https://www.tiktok.com/@ublibrary/video/7267074460832779525?is_from_webapp=1&sender_device=pc,Video,14-Aug-2023,0:00:45,818,28,0,3,1,Lain-lain,Entertaining,kegiatan PT,
539,perpustakaanipdn,https://www.tiktok.com/@perpustakaanipdn/video/7368327664916040965?is_from_webapp=1&sender_device=pc,Video,13-May-2024,0:00:26,66,2,0,0,1,Lain-lain,Entertaining,kegiatan PT,
1201,perpustakaanunikhams,https://www.tiktok.com/@perpustakaanunikhams/photo/7442678161814441272?is_from_webapp=1&sender_device=pc,Foto,29-Nov-2024,0:00:00,654,6,0,1,11,Lain-lain,Remunerative,kegiatan PT,2
1205,perpustakaanunikhams,https://www.tiktok.com/@perpustakaanunikhams/photo/7441401732300688696?is_from_webapp=1&sender_device=pc,Foto,26-Nov-2024,0:00:00,673,9,0,1,0,Lain-lain,Informational,kegiatan PT,4
